446676,1/3/2017,DIN,0.63600,MG/L
446675,12/14/2016,DIN,1.09300,MG/L
446674,11/30/2016,DIN,0.54230,MG/L
446673,11/29/2016,DIN,1.71500,MG/L
446672,11/28/2016,DIN,1.28100,MG/L
446671,10/26/2016,DIN,1.11000,MG/L
446670,9/27/2017,DIN,0.77110,MG/L
446669,8/22/2017,DIN,0.65040,MG/L
446668,7/29/2017,DIN,0.39640,MG/L
446667,7/28/2017,DIN,0.55800,MG/L
446666,7/25/2017,DIN,0.36940,MG/L
446665,6/26/2017,DIN,0.53600,MG/L
446664,6/1/2017,DIN,0.71120,MG/L
446663,5/5/2017,DIN,0.43010,MG/L
446662,4/26/2017,DIN,0.75850,MG/L
446661,3/31/2017,DIN,0.64000,MG/L
446660,3/28/2017,DIN,0.87530,MG/L
446659,2/28/2017,DIN,0.71400,MG/L
446659,2/28/2017,DIN,0.70900,MG/L
446658,1/31/2017,DIN,1.18070,MG/L
446657,1/3/2017,DIN,0.51330,MG/L
446656,12/14/2016,DIN,0.85790,MG/L
446655,12/7/2016,DIN,0.38820,MG/L
446654,11/30/2016,DIN,0.56400,MG/L
446654,11/30/2016,DIN,0.55900,MG/L
446653,11/28/2016,DIN,0.36300,MG/L
446653,11/28/2016,DIN,0.35800,MG/L
446652,10/26/2016,DIN,0.12500,MG/L
446652,10/26/2016,DIN,0.12000,MG/L
425469,9/29/2016,DIN,0.77100,MG/L
425469,9/29/2016,DIN,0.76600,MG/L
425468,9/27/2016,DIN,0.44000,MG/L
425468,9/27/2016,DIN,0.43500,MG/L
425467,9/19/2016,DIN,0.57700,MG/L
425467,9/19/2016,DIN,0.57200,MG/L
425466,8/30/2016,DIN,0.32200,MG/L
425466,8/30/2016,DIN,0.31700,MG/L
425465,7/29/2016,DIN,0.47400,MG/L
425465,7/29/2016,DIN,0.46900,MG/L
425464,7/27/2016,DIN,0.60150,MG/L
425463,6/28/2016,DIN,0.47500,MG/L
425463,6/28/2016,DIN,0.47000,MG/L
425462,5/25/2016,DIN,0.80110,MG/L
425461,5/6/2016,DIN,0.64600,MG/L
425460,4/28/2016,DIN,1.11500,MG/L
425459,4/7/2016,DIN,0.58700,MG/L
425458,3/29/2016,DIN,0.50700,MG/L
425457,2/25/2016,DIN,1.58490,MG/L
425456,2/16/2016,DIN,0.85800,MG/L
425455,2/3/2016,DIN,1.08300,MG/L
425454,1/28/2016,DIN,1.18200,MG/L
425453,12/28/2015,DIN,0.47600,MG/L
425453,12/28/2015,DIN,0.47100,MG/L
425452,12/17/2015,DIN,0.54500,MG/L
425452,12/17/2015,DIN,0.54000,MG/L
425451,12/1/2015,DIN,0.27400,MG/L
425451,12/1/2015,DIN,0.26900,MG/L
425450,11/24/2015,DIN,0.75750,MG/L
425449,10/29/2015,DIN,0.16400,MG/L
425449,10/29/2015,DIN,0.15900,MG/L
425448,10/28/2015,DIN,0.54000,MG/L
425448,10/28/2015,DIN,0.53500,MG/L
425447,10/2/2015,DIN,0.52430,MG/L
425446,9/29/2016,DIN,0.64900,MG/L
425446,9/29/2016,DIN,0.64400,MG/L
425445,9/27/2016,DIN,1.08060,MG/L
425444,9/19/2016,DIN,1.37200,MG/L
425443,8/30/2016,DIN,0.90300,MG/L
425442,7/29/2016,DIN,1.17000,MG/L
425442,7/29/2016,DIN,1.16500,MG/L
425441,7/27/2016,DIN,1.16000,MG/L
425440,6/28/2016,DIN,1.32200,MG/L
425439,6/23/2016,DIN,0.87540,MG/L
425438,5/25/2016,DIN,1.26200,MG/L
425437,4/28/2016,DIN,1.01000,MG/L
425436,4/7/2016,DIN,0.70460,MG/L
425435,3/29/2016,DIN,1.36800,MG/L
425434,2/25/2016,DIN,1.72300,MG/L
425433,2/16/2016,DIN,0.94170,MG/L
425432,2/3/2016,DIN,0.54700,MG/L
425431,1/28/2016,DIN,1.60100,MG/L
425430,12/28/2015,DIN,1.38540,MG/L
425429,12/17/2015,DIN,0.74120,MG/L
425428,12/2/2015,DIN,0.97900,MG/L
425427,12/1/2015,DIN,0.35520,MG/L
425426,11/24/2015,DIN,1.71000,MG/L
425425,10/29/2015,DIN,1.47100,MG/L
425423,10/28/2015,DIN,0.91800,MG/L
425421,9/29/2016,DIN,0.46100,MG/L
425420,9/27/2016,DIN,0.81400,MG/L
425420,9/27/2016,DIN,0.80900,MG/L
425419,9/19/2016,DIN,0.53500,MG/L
425419,9/19/2016,DIN,0.53000,MG/L
425418,9/8/2016,DIN,0.68300,MG/L
425418,9/8/2016,DIN,0.67800,MG/L
425417,8/24/2016,DIN,0.57680,MG/L
425416,8/16/2016,DIN,0.56700,MG/L
425416,8/16/2016,DIN,0.56200,MG/L
425415,7/29/2016,DIN,0.35080,MG/L
425414,7/27/2016,DIN,0.61780,MG/L
425413,7/5/2016,DIN,0.49200,MG/L
425412,6/28/2016,DIN,0.80630,MG/L
425411,6/23/2016,DIN,0.71790,MG/L
425410,6/22/2016,DIN,0.63570,MG/L
425409,5/23/2016,DIN,0.82270,MG/L
425408,4/26/2016,DIN,0.91540,MG/L
425407,3/22/2016,DIN,1.11000,MG/L
425407,3/22/2016,DIN,1.10500,MG/L
425406,2/24/2016,DIN,1.01440,MG/L
425405,1/28/2016,DIN,1.27000,MG/L
425404,12/14/2015,DIN,0.90300,MG/L
425404,12/14/2015,DIN,0.89800,MG/L
425403,12/2/2015,DIN,0.41180,MG/L
425402,11/23/2015,DIN,0.40300,MG/L
425402,11/23/2015,DIN,0.39800,MG/L
425401,11/10/2015,DIN,0.03600,MG/L
425401,11/10/2015,DIN,0.03100,MG/L
425400,10/26/2015,DIN,0.77100,MG/L
425400,10/26/2015,DIN,0.76600,MG/L
417283,9/29/2015,DIN,0.32060,MG/L
417283,9/29/2015,DIN,0.33170,MG/L
417281,7/30/2015,DIN,0.68000,MG/L
417280,7/28/2015,DIN,0.57410,MG/L
417279,6/27/2015,DIN,0.78900,MG/L
417278,6/23/2015,DIN,0.82180,MG/L
417277,6/20/2015,DIN,0.53900,MG/L
417275,5/26/2015,DIN,0.74000,MG/L
417274,4/29/2015,DIN,0.43550,MG/L
417273,3/24/2015,DIN,0.69080,MG/L
417272,2/24/2015,DIN,1.58100,MG/L
417271,1/26/2015,DIN,1.15500,MG/L
417261,9/29/2015,DIN,1.46700,MG/L
417261,9/29/2015,DIN,1.54300,MG/L
417259,7/28/2015,DIN,1.06450,MG/L
417258,6/27/2015,DIN,0.57000,MG/L
417257,6/23/2015,DIN,1.41300,MG/L
417255,6/20/2015,DIN,0.28700,MG/L
417253,5/26/2015,DIN,1.87900,MG/L
417252,4/29/2015,DIN,1.33800,MG/L
417251,4/14/2015,DIN,0.80800,MG/L
